kayttajaId,kayttajanIstuntoId,tiiminTaso,alustaTyyppi,laskuri_peliklikkaukset,laskuri_osumat,laskuri_ostot,avg_hinta
2263,7846,2,mobile,69,4,0,0
1,7847,2,laptop,95,14,0,0
2197,7848,2,mobile,75,10,0,0
184,7849,2,mobile,100,12,0,0
2212,7850,2,laptop,84,13,0,0
2032,7851,2,desktop,81,4,0,0
97,7852,2,laptop,102,7,1,1.00
1804,7853,2,mobile,84,6,0,0
1793,7854,2,laptop,71,7,1,5.00
2306,7855,2,laptop,83,11,1,5.00
2252,7856,2,mobile,92,10,0,0
2092,7857,2,mobile,84,11,1,3.00
1199,7858,2,mobile,67,6,0,0
1684,7859,2,mobile,95,6,0,0
1630,7860,2,mobile,105,12,0,0
947,7861,2,desktop,73,13,0,0
1498,7862,2,other_device,77,5,0,0
2099,7888,2,desktop,103,9,0,0
2297,7889,2,laptop,148,11,0,0
84,7890,2,laptop,77,8,0,0
199,7945,2,mobile,85,7,0,0
736,7979,2,laptop,93,11,1,2.00
1268,8041,1,peliluola,129,12,0,0
754,8069,2,laptop,321,37,1,3.00
1615,8070,2,laptop,366,44,0,0
1668,8083,2,laptop,84,10,0,0
669,8096,2,laptop,101,13,0,0
1639,8097,2,mobile,189,24,1,20.00
1016,8098,1,desktop,546,64,2,1.00
16,8186,1,laptop,667,64,0,0
1687,8281,2,laptop,36,9,0,0
1093,8282,2,laptop,111,14,0,0
233,8343,2,laptop,16,2,0,0
1412,8344,2,laptop,60,8,0,0
643,8404,2,laptop,110,20,1,3.00
109,8405,2,mobile,135,14,0,0
448,8436,2,laptop,56,6,0,0
1675,8455,2,mobile,113,9,0,0
2208,8491,2,laptop,90,11,0,0
65,8492,2,laptop,73,4,0,0
417,8537,2,laptop,117,10,1,2.00
2293,8568,1,mobile,312,29,0,0
908,8601,2,peliluola,57,5,0,0
2078,8671,2,desktop,106,13,0,0
1019,8689,1,desktop,307,35,0,0
1522,8713,2,laptop,30,2,0,0
1081,8739,2,mobile,37,3,0,0
1979,8764,2,mobile,24,1,0,0
1935,8765,2,desktop,27,3,0,0
446,8797,2,other_device,45,2,0,0
436,8849,2,laptop,730,81,0,0
1418,8850,2,other_device,739,81,0,0
2307,8866,2,mobile,536,60,0,0
473,8876,2,mobile,36,3,0,0
1091,8937,2,peliluola,35,6,0,0
365,8960,2,laptop,34,3,0,0
277,8961,2,mobile,26,3,0,0
1801,8991,2,laptop,39,1,0,0
2318,9049,2,laptop,35,3,0,0
1609,9075,2,desktop,19,4,0,0
860,9092,2,mobile,36,2,0,0
1674,9128,1,laptop,523,64,0,0
9,9187,2,mobile,17,1,1,10.00
740,9337,2,mobile,12,3,0,0
1442,9356,1,mobile,203,24,0,0
1360,9459,2,mobile,19,2,1,20.00
1001,9491,2,laptop,4,1,0,0
1016,9505,2,desktop,588,80,3,1.00
709,9555,1,laptop,502,51,0,0
1759,9571,2,mobile,227,21,0,0
1249,9572,1,desktop,656,64,1,1.00
1164,9592,2,mobile,2,1,0,0
16,9604,2,laptop,596,81,0,0
624,9673,3,mobile,147,20,2,11.50
514,9674,3,desktop,117,12,0,0
2103,9675,3,mobile,158,18,0,0
518,9676,3,other_device,130,15,0,0
569,9677,3,mobile,175,16,0,0
2353,9678,3,mobile,154,10,0,0
1175,9679,3,mobile,228,31,0,0
673,9680,3,mobile,237,26,0,0
2314,9681,3,desktop,227,23,0,0
2383,9682,3,laptop,233,16,0,0
1277,9683,3,desktop,59,10,1,20.00
411,9684,3,mobile,46,5,0,0
1143,9685,3,laptop,52,6,1,1.00
1652,9686,3,laptop,40,5,2,3.00
1082,9687,3,mobile,59,10,0,0
21,9688,3,laptop,57,4,3,2.00
1300,9689,3,laptop,44,6,2,2.50
900,9690,3,other_device,51,8,0,0
2214,9691,3,desktop,53,8,0,0
2279,9692,3,mobile,48,10,0,0
371,9693,3,laptop,59,8,0,0
1027,9694,3,mobile,51,6,0,0
174,9695,3,laptop,52,6,0,0
1091,9696,3,peliluola,57,5,0,0
937,9697,3,laptop,53,9,0,0
1629,9698,3,mobile,131,11,0,0
1924,9699,3,mobile,121,11,0,0
2222,9700,3,mobile,126,13,0,0
1260,9701,3,mobile,108,16,3,16.67
222,9702,3,mobile,113,5,0,0
303,9703,3,laptop,108,12,0,0
1848,9704,3,laptop,5,1,0,0
390,9705,3,other_device,119,8,1,1.00
1155,9706,3,mobile,120,14,0,0
1623,9707,3,mobile,134,8,0,0
1362,9708,3,mobile,100,13,0,0
1072,9709,3,mobile,123,13,1,3.00
1513,9710,3,peliluola,129,21,0,0
1555,9711,3,mobile,123,14,1,5.00
2208,9712,3,laptop,115,9,1,3.00
860,9713,3,mobile,119,9,0,0
1658,9714,3,mobile,59,5,0,0
849,9715,3,mobile,48,3,0,0
121,9716,3,laptop,52,4,0,0
1034,9717,3,mobile,54,7,0,0
970,9718,3,mobile,46,5,0,0
1874,9719,3,peliluola,47,1,0,0
128,9720,3,mobile,67,10,0,0
374,9721,3,laptop,47,5,0,0
217,9722,3,peliluola,57,5,0,0
1205,9723,3,laptop,53,6,3,3.00
1958,9724,3,laptop,52,8,0,0
283,9725,3,desktop,49,2,0,0
538,9726,3,laptop,53,3,0,0
1275,9727,3,mobile,51,4,0,0
1076,9728,3,mobile,56,7,0,0
934,9729,3,desktop,59,6,0,0
1064,9730,3,desktop,53,4,0,0
1979,9731,3,mobile,63,7,0,0
453,9732,3,laptop,145,11,0,0
1145,9733,3,desktop,158,6,2,3.00
355,9734,3,mobile,165,14,0,0
1560,9735,3,laptop,181,24,0,0
1215,9736,3,laptop,176,14,0,0
2099,9737,3,desktop,174,20,0,0
1801,9738,3,laptop,157,11,1,2.00
1589,9739,3,mobile,45,4,0,0
342,9740,3,laptop,22,6,0,0
852,9741,3,laptop,24,4,0,0
30,9742,3,mobile,32,4,0,0
155,9743,3,laptop,34,3,0,0
1349,9744,3,mobile,41,4,0,0
76,9745,3,desktop,43,8,1,5.00
2149,9746,3,laptop,35,8,0,0
415,9747,3,mobile,37,3,0,0
204,9748,3,desktop,33,5,0,0
60,9749,3,mobile,28,1,0,0
844,9750,3,mobile,38,2,1,20.00
208,9751,3,mobile,40,3,2,12.50
157,9752,3,mobile,42,5,0,0
534,9753,3,laptop,32,4,0,0
90,9754,3,laptop,28,4,2,4.00
737,9755,3,desktop,44,9,0,0
2348,9756,3,laptop,33,3,0,0
1717,9757,3,mobile,36,5,0,0
1453,9758,3,mobile,36,3,0,0
1782,9759,3,laptop,53,5,2,3.50
1022,9760,3,desktop,37,0,0,0
233,9761,3,laptop,34,2,1,3.00
1807,9762,3,mobile,225,27,0,0
1038,9763,3,laptop,204,19,0,0
791,9764,3,mobile,211,22,0,0
643,9765,3,laptop,224,20,2,2.00
820,9766,3,laptop,85,9,1,2.00
221,9767,3,mobile,68,8,0,0
1065,9768,3,mobile,65,6,1,20.00
611,9769,3,mobile,74,7,1,2.00
1834,9770,3,laptop,64,5,0,0
1892,9771,3,other_device,83,5,1,1.00
471,9772,3,mobile,57,6,0,0
175,9773,3,desktop,84,6,0,0
1329,9774,3,laptop,79,7,1,3.00
856,9775,3,mobile,68,11,0,0
382,9776,3,mobile,79,6,2,11.00
2384,9777,3,desktop,71,6,1,20.00
1071,9778,3,mobile,99,9,0,0
242,9779,3,mobile,88,5,0,0
1935,9780,3,desktop,65,4,0,0
1465,9781,3,laptop,219,25,0,0
2194,9782,3,mobile,246,27,0,0
662,9783,3,mobile,239,26,0,0
1139,9784,3,laptop,203,22,0,0
2336,9785,3,desktop,249,31,1,1.00
1815,9786,3,mobile,289,35,2,15.00
1183,9787,3,other_device,266,34,0,0
2229,9788,3,mobile,59,7,3,11.00
2199,9789,3,laptop,62,8,0,0
2243,9790,3,laptop,65,5,1,5.00
807,9791,3,other_device,75,10,1,1.00
279,9792,3,desktop,80,9,1,2.00
868,9793,3,mobile,60,9,2,15.00
699,9794,3,peliluola,67,4,0,0
1224,9795,3,mobile,52,6,0,0
2146,9796,3,other_device,53,8,0,0
576,9797,3,laptop,64,6,0,0
400,9798,3,mobile,65,9,0,0
2127,9799,3,other_device,56,7,2,1.00
740,9800,3,mobile,68,8,0,0
812,9801,3,laptop,67,4,0,0
445,9802,3,laptop,71,5,0,0
321,9803,3,desktop,62,6,0,0
127,9804,3,mobile,82,8,2,20.00
2161,9805,3,laptop,84,11,1,3.00
1351,9806,3,mobile,75,9,0,0
1731,9807,3,mobile,88,9,0,0
2178,9808,3,mobile,86,6,0,0
962,9809,3,mobile,78,13,0,0
108,9810,3,mobile,75,8,0,0
1001,9811,3,laptop,87,14,0,0
1073,9812,3,laptop,185,25,0,0
591,9813,3,desktop,198,20,0,0
210,9814,3,laptop,204,22,0,0
2040,9815,3,laptop,225,24,0,0
1926,9816,3,laptop,87,7,1,3.00
515,9817,3,mobile,94,14,1,10.00
1591,9818,3,mobile,88,7,0,0
2283,9819,3,laptop,87,15,0,0
827,9820,3,mobile,75,8,0,0
657,9821,3,laptop,40,6,0,0
2262,9822,3,laptop,79,9,0,0
935,9823,3,mobile,92,15,0,0
1099,9824,3,mobile,91,8,0,0
1890,9825,3,laptop,77,8,0,0
1485,9826,3,mobile,101,12,0,0
1318,9827,3,mobile,90,6,0,0
757,9828,3,laptop,90,12,0,0
810,9829,3,laptop,94,17,1,3.00
1278,9830,3,desktop,88,11,0,0
2030,9831,3,desktop,94,15,1,1.00
1393,9832,3,other_device,103,11,1,1.00
448,9833,3,laptop,106,14,3,2.67
1863,9834,3,laptop,41,5,0,0
881,9835,3,mobile,33,2,2,12.50
1173,9836,3,mobile,48,6,0,0
2004,9837,3,mobile,43,5,0,0
1059,9838,3,laptop,38,6,0,0
1326,9839,3,mobile,40,4,0,0
2231,9840,3,mobile,48,4,0,0
181,9841,3,laptop,42,6,0,0
2139,9842,3,laptop,50,4,0,0
1740,9843,3,desktop,42,4,1,3.00
670,9844,3,mobile,49,3,2,12.50
539,9845,3,desktop,50,5,0,0
1433,9846,3,laptop,52,11,0,0
1538,9847,3,mobile,47,8,2,20.00
1104,9848,3,mobile,46,10,0,0
123,9849,3,laptop,46,2,0,0
769,9850,3,laptop,40,4,1,3.00
1687,9851,3,laptop,45,3,2,3.50
770,9852,3,mobile,82,12,0,0
782,9853,3,mobile,66,5,0,0
1042,9854,3,laptop,90,7,1,10.00
2379,9855,3,laptop,84,5,0,0
1026,9856,3,mobile,76,6,0,0
178,9857,3,mobile,93,9,2,20.00
1234,9858,3,laptop,96,6,0,0
165,9859,3,mobile,95,9,1,20.00
1436,9860,3,laptop,81,8,0,0
1229,9861,3,laptop,84,7,0,0
243,9862,3,other_device,76,14,1,1.00
1163,9863,3,laptop,81,12,1,3.00
1320,9864,3,mobile,140,14,0,0
2221,9865,3,mobile,130,20,0,0
306,9866,3,desktop,140,15,0,0
2285,9867,3,mobile,139,13,0,0
2389,9868,3,laptop,126,13,0,0
2297,9869,3,laptop,121,13,0,0
446,9870,3,other_device,144,12,0,0
2355,9871,3,mobile,116,14,1,20.00
867,9872,3,mobile,103,18,1,5.00
1381,9873,3,laptop,135,14,0,0
801,9874,3,mobile,111,8,0,0
2133,9875,3,laptop,106,10,1,3.00
2029,9876,3,mobile,136,16,0,0
931,9877,3,desktop,129,13,0,0
744,9878,3,desktop,123,10,0,0
600,9879,3,mobile,125,15,0,0
511,9880,3,mobile,109,10,0,0
1471,9881,3,mobile,114,16,0,0
1085,9882,3,desktop,113,9,1,1.00
1645,9883,3,peliluola,99,9,1,1.00
841,9884,3,mobile,118,11,0,0
1510,9885,3,mobile,122,10,0,0
1227,9886,3,laptop,98,10,0,0
585,9887,3,mobile,154,18,0,0
83,9888,3,laptop,145,10,0,0
462,9889,3,laptop,148,18,1,5.00
1669,9890,3,mobile,122,15,0,0
212,9891,3,laptop,125,16,1,3.00
1844,9892,3,laptop,135,17,0,0
708,9893,3,mobile,37,2,0,0
1588,9894,3,laptop,66,3,1,1.00
1631,9895,3,desktop,54,9,0,0
28,9896,3,mobile,49,6,0,0
1567,9897,3,laptop,50,6,1,3.00
1997,9898,3,laptop,47,2,0,0
1029,9899,3,mobile,48,4,0,0
504,9900,3,mobile,41,4,0,0
101,9901,3,peliluola,47,4,0,0
1367,9902,3,desktop,48,5,0,0
1157,9903,3,laptop,61,9,1,3.00
68,9904,3,laptop,38,3,0,0
1544,9905,3,mobile,44,2,0,0
1720,9906,3,mobile,53,7,0,0
564,9907,3,other_device,58,10,2,1.00
846,9908,3,mobile,62,5,1,20.00
2009,9909,3,mobile,48,7,1,10.00
2084,9910,3,mobile,53,12,1,2.00
1559,9911,3,laptop,111,14,0,0
1315,9912,3,desktop,107,8,3,5.33
2028,9913,3,mobile,117,7,0,0
12,9914,3,mobile,90,8,1,10.00
736,9915,3,laptop,108,9,1,3.00
669,9916,3,laptop,117,10,0,0
473,9917,3,mobile,98,11,1,10.00
1360,9918,3,mobile,117,12,2,15.00
1664,9919,3,desktop,145,11,0,0
1162,9920,3,desktop,155,24,0,0
639,9921,3,peliluola,157,26,0,0
109,9922,3,mobile,137,17,0,0
1164,9923,3,mobile,143,22,0,0
982,9924,3,mobile,133,13,0,0
1516,9925,3,desktop,118,15,0,0
859,9926,3,laptop,153,11,0,0
1610,9927,3,mobile,136,18,0,0
1665,9928,3,other_device,137,14,0,0
1675,9929,3,mobile,159,8,0,0
292,9930,3,desktop,200,13,0,0
899,9931,3,desktop,168,13,0,0
1613,9932,3,mobile,184,21,0,0
1697,9933,3,mobile,188,27,0,0
1093,9934,3,laptop,177,24,0,0
1370,9935,3,mobile,133,14,0,0
489,9936,3,mobile,125,10,0,0
422,9937,3,laptop,109,9,0,0
1856,9938,3,other_device,115,11,0,0
1264,9939,3,other_device,128,12,1,1.00
2354,9940,3,mobile,123,14,0,0
93,9941,3,mobile,101,8,0,0
1307,9942,3,desktop,123,14,1,3.00
872,9943,3,mobile,89,8,0,0
1270,9944,3,mobile,94,12,1,10.00
62,9945,3,laptop,82,5,2,1.50
478,9946,3,mobile,79,11,0,0
1688,9947,3,mobile,85,14,0,0
160,9948,3,mobile,106,7,0,0
2132,9949,3,mobile,104,16,1,3.00
367,9950,3,desktop,96,12,1,1.00
199,9951,3,mobile,93,7,0,0
1081,9952,3,mobile,82,8,0,0
25,9953,3,peliluola,78,9,0,0
1525,9954,3,mobile,70,6,2,15.00
1790,9955,3,laptop,78,7,0,0
1473,9956,3,mobile,79,10,0,0
1429,9957,3,mobile,75,9,0,0
787,9958,3,laptop,118,15,0,0
223,9959,3,laptop,84,13,0,0
253,9960,3,laptop,83,11,0,0
65,9961,3,laptop,87,9,2,3.00
908,9962,3,peliluola,78,9,0,0
487,9963,3,mobile,86,12,0,0
1191,9964,3,mobile,72,6,0,0
343,9965,3,desktop,99,13,1,1.00
751,9966,3,laptop,101,20,0,0
706,9967,3,mobile,78,8,0,0
1304,9968,3,peliluola,94,10,0,0
710,9969,3,laptop,79,8,0,0
595,9970,3,mobile,77,9,1,20.00
1457,9971,3,desktop,80,5,1,1.00
2248,9972,3,other_device,73,9,0,0
1769,9973,3,mobile,286,36,0,0
1821,9974,3,desktop,262,31,1,1.00
2048,9975,3,mobile,302,33,0,0
344,9976,3,mobile,89,6,0,0
1928,9977,3,laptop,98,17,0,0
2053,9978,3,laptop,87,11,0,0
1214,9979,3,other_device,116,12,0,0
2051,9980,3,mobile,88,9,0,0
1628,9981,3,laptop,102,11,0,0
2157,9982,3,laptop,114,11,0,0
1668,9983,3,laptop,101,11,0,0
365,9984,3,laptop,105,12,0,0
1035,9985,3,laptop,118,12,0,0
1404,9986,3,peliluola,105,12,0,0
2382,9987,3,laptop,112,14,0,0
1430,9988,3,mobile,120,12,0,0
2218,9989,3,laptop,112,15,0,0
244,9990,3,laptop,109,13,1,3.00
1576,9991,3,laptop,103,8,0,0
1412,9992,3,laptop,110,14,0,0
1900,9993,3,desktop,92,8,0,0
309,9994,3,desktop,96,9,0,0
1387,9995,3,laptop,91,9,0,0
1742,9996,3,laptop,90,14,0,0
2359,9997,3,mobile,86,10,1,20.00
1501,9998,3,laptop,102,11,0,0
81,9999,3,laptop,88,12,0,0
864,10000,3,laptop,99,11,0,0
84,10001,3,laptop,97,16,1,3.00
2203,10002,3,laptop,63,4,0,0
1368,10003,3,mobile,95,15,0,0
845,10004,3,laptop,87,13,0,0
1057,10005,3,other_device,79,11,0,0
456,10006,3,laptop,92,11,0,0
1243,10007,3,desktop,88,11,0,0
1028,10008,3,other_device,98,11,0,0
2318,10009,3,laptop,81,13,0,0
2333,10010,3,laptop,275,37,0,0
1972,10011,3,peliluola,289,32,0,0
1639,10012,3,mobile,262,31,0,0
2177,10013,3,mobile,144,23,2,15.00
1142,10014,3,mobile,145,13,0,0
1282,10015,3,laptop,168,16,0,0
417,10016,3,laptop,142,24,2,11.00
2078,10017,3,desktop,152,16,0,0
1966,10018,3,mobile,125,11,0,0
1535,10019,3,mobile,160,17,0,0
239,10020,3,mobile,128,11,0,0
1206,10021,3,laptop,123,14,1,20.00
352,10022,3,mobile,127,17,1,20.00
896,10023,3,desktop,139,14,0,0
741,10024,3,laptop,132,14,1,3.00
880,10025,3,laptop,15,2,0,0
819,10026,3,mobile,64,7,0,0
1756,10027,3,laptop,72,9,0,0
2120,10028,3,mobile,84,12,0,0
1640,10029,3,mobile,71,10,0,0
209,10030,3,peliluola,66,4,0,0
649,10031,3,other_device,63,7,1,1.00
630,10032,3,mobile,64,9,0,0
437,10033,3,mobile,70,10,0,0
412,10034,3,mobile,52,4,0,0
1256,10035,3,mobile,74,5,0,0
1522,10036,3,laptop,59,8,1,3.00
1609,10037,3,desktop,61,8,0,0
9,10038,3,mobile,54,7,0,0
2368,10039,3,mobile,78,11,1,5.00
2263,10040,3,mobile,97,6,0,0
1,10041,3,laptop,93,9,2,3.00
2197,10042,3,mobile,87,8,0,0
184,10043,3,mobile,104,11,0,0
2212,10044,3,laptop,98,7,2,6.50
2032,10045,3,desktop,98,8,0,0
97,10046,3,laptop,116,10,2,2.50
1804,10047,3,mobile,95,10,0,0
277,10048,3,mobile,99,12,1,20.00
1793,10049,3,laptop,126,12,0,0
2306,10050,3,laptop,102,15,1,3.00
2252,10051,3,mobile,106,9,0,0
2092,10052,3,mobile,103,11,0,0
1199,10053,3,mobile,106,5,0,0
1684,10054,3,mobile,114,15,0,0
1630,10055,3,mobile,123,15,0,0
947,10056,3,desktop,76,8,0,0
1498,10057,3,other_device,94,10,0,0
441,10088,3,mobile,112,9,0,0
2219,10089,3,mobile,152,15,0,0
1732,10090,3,mobile,86,11,1,20.00
598,10135,3,mobile,47,8,0,0
271,10179,3,laptop,116,11,0,0
379,10227,3,peliluola,26,3,0,0
1882,10228,3,laptop,72,4,0,0
930,10252,3,desktop,79,7,0,0
455,10253,3,laptop,93,8,2,11.50
754,10259,3,laptop,423,48,0,0
1615,10260,3,laptop,422,43,0,0
2293,10366,2,mobile,366,34,2,7.50
1019,10367,2,desktop,372,47,1,5.00
1744,10470,3,other_device,85,8,0,0
1721,10487,3,desktop,84,9,0,0
604,10592,1,other_device,548,61,0,0
1685,10625,3,mobile,46,8,0,0
1563,10657,1,mobile,192,13,0,0
1682,10697,3,mobile,77,6,0,0
1915,10721,1,mobile,637,59,0,0
1000,10749,1,mobile,551,64,0,0
2151,10942,1,laptop,8,0,0,0
1674,10964,2,laptop,348,41,0,0
2151,10965,2,laptop,346,40,0,0
430,10994,3,laptop,23,3,2,2.50
2216,10995,3,mobile,122,12,0,0
920,11037,3,laptop,72,4,0,0
436,11083,3,laptop,833,100,0,0
1418,11084,3,other_device,970,100,0,0
2307,11092,3,mobile,253,26,0,0
1759,11093,3,mobile,284,40,0,0
1760,11150,1,peliluola,497,40,0,0
23,11184,3,laptop,265,28,0,0
2230,11300,3,laptop,78,8,0,0
75,11378,3,mobile,13,2,0,0
1880,11379,3,desktop,57,8,0,0
709,11399,2,laptop,461,38,0,0
1563,11400,2,mobile,455,43,0,0
1049,11407,3,desktop,38,2,0,0
2251,11408,3,mobile,27,7,0,0
1249,11427,2,desktop,871,78,0,0
1908,11570,3,laptop,54,9,0,0
1241,11571,3,mobile,70,4,0,0
1111,11667,1,laptop,590,61,0,0
910,11668,3,desktop,36,2,0,0
855,11685,2,mobile,5,1,0,0
1016,11700,3,desktop,305,31,0,0
855,11701,3,mobile,343,51,1,20.00
16,11793,3,laptop,317,33,0,0
39,11803,3,laptop,19,2,0,0
1389,11804,3,desktop,17,3,0,0
1809,11832,1,laptop,664,64,0,0
1043,11856,3,mobile,26,1,0,0
1018,11857,1,desktop,383,39,0,0
1944,11892,1,laptop,52,3,0,0
1500,11893,1,laptop,69,5,0,0
1771,11919,3,mobile,13,2,0,0
590,11931,3,mobile,20,2,0,0
2209,11932,3,laptop,87,9,0,0
2356,11983,1,laptop,491,64,0,0
922,12024,1,mobile,561,64,0,0
1760,12045,2,peliluola,50,5,0,0
604,12046,2,other_device,427,40,0,0
1944,12047,2,laptop,461,38,0,0
1146,12098,1,peliluola,206,20,0,0
2,12107,3,mobile,7,0,0,0
113,12108,3,desktop,12,2,0,0
426,12140,3,laptop,6,1,0,0
1734,12141,1,laptop,350,42,1,3.00
1915,12144,2,mobile,322,42,4,12.50
1500,12145,2,laptop,331,39,0,0
1445,12163,1,mobile,214,30,0,0
1000,12178,2,mobile,776,79,1,20.00
2293,12202,3,mobile,425,55,0,0
1019,12203,3,desktop,452,45,0,0
1884,12215,1,laptop,167,14,0,0
1450,12276,3,laptop,1,0,0,0
1547,12277,1,mobile,438,39,0,0
1701,12278,1,desktop,253,21,0,0
358,12293,3,laptop,2,0,0,0
624,12315,4,mobile,100,12,1,5.00
514,12316,4,desktop,101,11,0,0
2103,12317,4,mobile,103,13,0,0
518,12318,4,other_device,96,11,2,1.00
569,12319,4,mobile,108,21,0,0
2353,12320,4,mobile,120,13,0,0
1908,12321,4,laptop,95,12,0,0
1450,12322,4,laptop,104,17,2,3.00
1175,12323,4,mobile,176,19,0,0
673,12324,4,mobile,186,22,0,0
2314,12325,4,desktop,209,24,0,0
2383,12326,4,laptop,201,24,1,3.00
1241,12327,4,mobile,167,16,0,0
1277,12328,4,desktop,64,9,0,0
411,12329,4,mobile,68,12,0,0
1143,12330,4,laptop,63,4,2,2.50
1652,12331,4,laptop,62,8,1,20.00
1082,12332,4,mobile,68,11,0,0
21,12333,4,laptop,71,9,1,3.00
1300,12334,4,laptop,57,5,3,3.00
900,12335,4,other_device,67,8,0,0
2214,12336,4,desktop,61,9,0,0
2279,12337,4,mobile,68,8,0,0
371,12338,4,laptop,72,8,1,5.00
1027,12339,4,mobile,63,10,0,0
174,12340,4,laptop,62,2,0,0
1091,12341,4,peliluola,77,7,1,3.00
430,12342,4,laptop,67,11,0,0
1629,12343,4,mobile,118,9,0,0
1924,12344,4,mobile,97,11,0,0
2222,12345,4,mobile,129,15,2,6.50
1260,12346,4,mobile,126,23,1,10.00
222,12347,4,mobile,115,16,0,0
303,12348,4,laptop,108,18,0,0
390,12349,4,other_device,114,15,0,0
1155,12350,4,mobile,113,14,0,0
1623,12351,4,mobile,82,6,2,15.00
1362,12352,4,mobile,103,11,0,0
1072,12353,4,mobile,99,12,0,0
1513,12354,4,peliluola,81,13,0,0
1555,12355,4,mobile,118,16,0,0
2208,12356,4,laptop,83,8,2,11.50
860,12357,4,mobile,82,7,0,0
271,12358,4,laptop,107,8,1,2.00
39,12359,4,laptop,112,16,0,0
1658,12360,4,mobile,56,6,2,15.00
849,12361,4,mobile,67,11,0,0
121,12362,4,laptop,71,6,1,3.00
1034,12363,4,mobile,63,8,0,0
970,12364,4,mobile,47,1,0,0
1874,12365,4,peliluola,73,5,1,2.00
128,12366,4,mobile,26,0,0,0
374,12367,4,laptop,63,13,1,1.00
217,12368,4,peliluola,64,6,0,0
1205,12369,4,laptop,67,4,1,2.00
1958,12370,4,laptop,57,6,2,3.00
283,12371,4,desktop,56,2,0,0
538,12372,4,laptop,57,1,0,0
1275,12373,4,mobile,64,8,0,0
1076,12374,4,mobile,75,6,0,0
934,12375,4,desktop,61,11,2,6.00
1064,12376,4,desktop,58,8,1,1.00
1979,12377,4,mobile,53,5,0,0
1685,12378,4,mobile,62,12,0,0
453,12379,4,laptop,139,15,0,0
1145,12380,4,desktop,144,19,0,0
355,12381,4,mobile,143,13,0,0
1560,12382,4,laptop,148,10,0,0
1215,12383,4,laptop,163,19,0,0
2099,12384,4,desktop,136,19,0,0
1801,12385,4,laptop,144,14,2,2.50
1589,12386,4,mobile,34,1,0,0
342,12387,4,laptop,44,2,0,0
852,12388,4,laptop,40,8,0,0
30,12389,4,mobile,41,3,0,0
155,12390,4,laptop,46,2,0,0
1349,12391,4,mobile,35,3,0,0
76,12392,4,desktop,42,6,1,5.00
2149,12393,4,laptop,36,2,0,0
415,12394,4,mobile,44,4,0,0
204,12395,4,desktop,40,6,0,0
60,12396,4,mobile,36,1,0,0
844,12397,4,mobile,42,7,0,0
208,12398,4,mobile,51,7,0,0
157,12399,4,mobile,48,6,0,0
534,12400,4,laptop,52,6,0,0
90,12401,4,laptop,43,6,1,3.00
737,12402,4,desktop,39,7,0,0
2348,12403,4,laptop,51,8,0,0
1717,12404,4,mobile,49,2,1,5.00
1453,12405,4,mobile,44,7,0,0
1782,12406,4,laptop,44,5,2,3.00
1022,12407,4,desktop,29,3,2,1.50
233,12408,4,laptop,45,7,1,2.00
379,12409,4,peliluola,42,4,0,0
75,12410,4,mobile,51,5,0,0
2,12411,4,mobile,39,3,0,0
1807,12412,4,mobile,179,25,0,0
1038,12413,4,laptop,170,21,0,0
791,12414,4,mobile,188,18,0,0
643,12415,4,laptop,196,19,1,10.00
2216,12416,4,mobile,188,22,1,20.00
820,12417,4,laptop,85,10,0,0
221,12418,4,mobile,71,6,3,16.67
1065,12419,4,mobile,80,7,1,20.00
611,12420,4,mobile,85,9,0,0
1834,12421,4,laptop,75,5,0,0
1892,12422,4,other_device,80,7,1,1.00
471,12423,4,mobile,84,9,2,20.00
175,12424,4,desktop,61,5,0,0
1329,12425,4,laptop,84,13,1,2.00
856,12426,4,mobile,67,7,0,0
382,12427,4,mobile,78,6,0,0
2384,12428,4,desktop,88,15,1,1.00
1071,12429,4,mobile,82,5,0,0
242,12430,4,mobile,75,12,0,0
1935,12431,4,desktop,82,5,1,2.00
1465,12432,4,laptop,233,27,0,0
2194,12433,4,mobile,249,31,0,0
662,12434,4,mobile,270,24,0,0
1139,12435,4,laptop,277,20,0,0
2336,12436,4,desktop,359,37,0,0
1815,12437,4,mobile,358,52,2,15.00
1183,12438,4,other_device,317,27,0,0
2229,12439,4,mobile,78,13,2,7.50
2199,12440,4,laptop,68,7,0,0
2243,12441,4,laptop,68,13,1,3.00
807,12442,4,other_device,70,6,0,0
279,12443,4,desktop,73,6,1,1.00
868,12444,4,mobile,79,12,1,20.00
699,12445,4,peliluola,77,7,0,0
1224,12446,4,mobile,69,8,0,0
2146,12447,4,other_device,60,9,1,1.00
576,12448,4,laptop,58,4,0,0
400,12449,4,mobile,82,5,2,15.00
2127,12450,4,other_device,75,11,1,2.00
740,12451,4,mobile,68,5,0,0
1882,12452,4,laptop,68,13,0,0
812,12453,4,laptop,91,13,0,0
445,12454,4,laptop,77,12,0,0
321,12455,4,desktop,69,8,0,0
127,12456,4,mobile,83,12,2,20.00
2161,12457,4,laptop,84,9,1,3.00
1351,12458,4,mobile,75,7,0,0
1731,12459,4,mobile,61,3,0,0
2178,12460,4,mobile,77,12,0,0
962,12461,4,mobile,77,8,0,0
108,12462,4,mobile,68,13,0,0
1001,12463,4,laptop,80,14,0,0
930,12464,4,desktop,69,10,0,0
1073,12465,4,laptop,169,16,0,0
591,12466,4,desktop,156,15,0,0
210,12467,4,laptop,153,15,1,5.00
